sector,land_type,total_area_hectares,affected_landowners_count,plots_count,current_stage,days_in_current_stage,env_forest_clearance_status,litigation_cases_count,public_objections_count,compensation_disparity_ratio,sia_completed,rr_plan_approved,risk_score,is_delayed,delay_stage
Urban Infrastructure,Commercial,34.88,153,251,Hearing of Objections (Sec 15),213,Approved,0,3,0.84,1,1,44.2,0,Compensation
Urban Infrastructure,Commercial,10.45,46,51,Declaration of Acquisition (Sec 19),23,Approved,3,2,0.74,1,1,67.7,1,Legal
Urban Infrastructure,Government/Barren,36.88,18,21,R&R Implementation,28,Approved,0,9,0.75,1,1,38.0,0,Compensation
Energy,Government/Barren,28.24,7,7,Preliminary Notification (Sec 11),15,Approved,1,1,0.93,1,1,13.6,0,Legal
Highways,Government/Barren,92.44,25,35,Declaration of Acquisition (Sec 19),112,Approved,0,1,0.67,1,1,35.0,0,Compensation
Industrial,Commercial,62.88,265,463,Hearing of Objections (Sec 15),105,Approved,1,5,0.95,1,1,29.4,0,Legal
Highways,Commercial,84.68,250,380,Declaration of Acquisition (Sec 19),23,Not Applicable,0,5,0.92,1,1,5.0,0,Documentation/Survey
Irrigation,Agricultural,111.25,212,498,Hearing of Objections (Sec 15),151,Pending,0,2,0.69,1,1,65.4,1,Approval
Industrial,Residential,24.74,148,271,Physical Possession,15,Approved,0,3,0.79,1,0,37.2,0,Rehabilitation & Resettlement
Urban Infrastructure,Forest,37.18,11,12,Declaration of Acquisition (Sec 19),84,Pending,0,5,0.83,1,1,49.8,0,Approval
Railways,Forest,109.57,55,95,Physical Possession,58,Pending,2,2,0.6,1,1,93.4,1,Legal
Energy,Agricultural,25.12,52,99,Hearing of Objections (Sec 15),32,Approved,0,1,0.95,1,1,8.9,0,Compensation
Highways,Agricultural,20.94,27,47,Award & Compensation (Sec 23),408,Not Applicable,4,5,0.97,1,1,52.1,1,Legal
Energy,Agricultural,69.73,132,249,Survey & Demarcation,49,Pending,0,2,0.88,1,0,51.3,1,Rehabilitation & Resettlement
Irrigation,Residential,271.97,1263,1543,Physical Possession,92,Not Applicable,4,3,0.82,1,1,64.5,1,Legal
Railways,Forest,161.51,71,115,Hearing of Objections (Sec 15),45,Pending,3,1,0.81,1,0,92.9,1,Legal
Urban Infrastructure,Commercial,71.16,253,289,Hearing of Objections (Sec 15),27,Approved,1,3,0.82,1,0,44.5,0,Rehabilitation & Resettlement
Urban Infrastructure,Government/Barren,13.51,7,9,Survey & Demarcation,20,Approved,0,0,0.77,1,1,14.9,0,Documentation/Survey
Irrigation,Agricultural,291.83,512,1098,Physical Possession,25,Approved,0,5,0.83,1,1,17.2,0,Compensation
Railways,Agricultural,87.61,157,207,Declaration of Acquisition (Sec 19),77,Not Applicable,0,6,0.91,1,1,17.2,0,Compensation
Irrigation,Government/Barren,263.05,75,172,Hearing of Objections (Sec 15),132,Pending,0,0,0.9,1,0,34.5,0,Approval
Urban Infrastructure,Agricultural,57.89,75,155,Preliminary Notification (Sec 11),55,Not Applicable,0,1,0.92,1,1,9.3,0,Compensation
Industrial,Residential,14.85,91,164,Physical Possession,107,Approved,0,2,0.69,1,1,40.0,0,Compensation
Railways,Government/Barren,193.03,82,203,Preliminary Notification (Sec 11),71,Approved,1,0,0.73,1,0,32.9,0,Rehabilitation & Resettlement
Urban Infrastructure,Residential,64.53,205,451,R&R Implementation,88,Approved,2,1,0.85,1,1,37.1,0,Legal
Railways,Government/Barren,192.42,79,125,Survey & Demarcation,145,Pending,0,1,0.92,1,1,43.2,0,Approval
Highways,Residential,113.11,374,774,R&R Implementation,123,Approved,2,5,0.93,1,1,39.5,0,Legal
Energy,Agricultural,62.23,128,172,Hearing of Objections (Sec 15),94,Approved,0,3,0.94,1,1,6.6,0,Compensation
Irrigation,Government/Barren,176.62,82,172,Declaration of Acquisition (Sec 19),78,Approved,0,1,0.92,1,1,5.0,0,Compensation
Energy,Agricultural,11.99,22,28,R&R Implementation,111,Approved,2,1,0.73,1,1,53.1,1,Legal
Railways,Residential,207.42,1217,2716,Survey & Demarcation,61,Approved,0,3,0.99,1,1,9.4,0,Documentation/Survey
Urban Infrastructure,Commercial,62.64,207,305,Survey & Demarcation,112,Approved,2,7,0.93,0,1,48.8,0,Legal
Irrigation,Agricultural,245.24,571,678,Award & Compensation (Sec 23),61,Approved,0,2,0.73,1,0,52.0,1,Rehabilitation & Resettlement
Highways,Forest,127.08,33,67,Preliminary Notification (Sec 11),30,Pending,0,2,0.9,1,1,36.4,0,Approval
Irrigation,Agricultural,432.09,609,1417,Declaration of Acquisition (Sec 19),87,Pending,3,0,0.74,1,1,88.6,1,Legal
Highways,Agricultural,87.4,110,190,Award & Compensation (Sec 23),161,Not Applicable,0,4,0.94,1,1,14.8,0,Possession
Irrigation,Residential,296.6,945,2011,Survey & Demarcation,46,Approved,0,2,0.85,1,0,28.6,0,Rehabilitation & Resettlement
Energy,Agricultural,55.98,82,149,Hearing of Objections (Sec 15),96,Pending,0,1,0.55,1,1,56.8,1,Approval
Industrial,Commercial,69.82,360,619,Award & Compensation (Sec 23),22,Approved,4,0,0.92,1,0,48.1,0,Legal
Urban Infrastructure,Government/Barren,20.31,10,17,Physical Possession,73,Approved,0,5,0.79,1,1,16.1,0,Compensation
Urban Infrastructure,Agricultural,50.11,61,91,R&R Implementation,202,Pending,0,0,0.67,1,1,77.4,1,Approval
Industrial,Commercial,9.07,29,67,Physical Possession,333,Pending,0,2,0.68,1,1,77.8,1,Approval
Urban Infrastructure,Government/Barren,74.08,33,77,Award & Compensation (Sec 23),32,Pending,1,8,1.04,1,1,62.8,1,Approval
Energy,Residential,77.07,226,299,Physical Possession,379,Approved,0,2,0.82,1,1,41.6,0,Compensation
Industrial,Forest,11.66,4,4,Hearing of Objections (Sec 15),166,Rejected,0,1,0.79,1,1,76.8,1,Approval
Energy,Agricultural,18.79,30,74,R&R Implementation,44,Pending,0,0,0.82,1,1,35.3,0,Approval
Railways,Agricultural,228.73,483,805,Award & Compensation (Sec 23),27,Not Applicable,0,3,1.08,1,1,5.0,0,Documentation/Survey
Irrigation,Agricultural,85.62,175,300,Physical Possession,97,Approved,0,4,1.0,1,1,5.0,0,Compensation
Highways,Agricultural,123.94,302,742,Physical Possession,169,Approved,3,8,0.86,1,1,78.1,1,Legal
Irrigation,Forest,54.99,20,24,Preliminary Notification (Sec 11),37,Pending,0,3,0.79,1,1,48.4,0,Approval
Industrial,Forest,46.7,18,32,Declaration of Acquisition (Sec 19),98,Approved,0,0,0.78,1,1,32.6,0,Compensation
Energy,Agricultural,35.18,43,101,Preliminary Notification (Sec 11),144,Approved,1,2,0.7,1,1,46.5,0,Legal
Highways,Agricultural,150.1,257,606,Physical Possession,113,Not Applicable,0,2,0.91,1,1,15.8,0,Documentation/Survey
Railways,Agricultural,69.88,176,201,Preliminary Notification (Sec 11),35,Not Applicable,0,2,0.66,1,1,37.1,0,Compensation
Urban Infrastructure,Agricultural,38.64,71,88,Survey & Demarcation,79,Approved,0,0,0.83,1,1,12.4,0,Documentation/Survey
Highways,Residential,170.21,653,1088,Declaration of Acquisition (Sec 19),74,Approved,2,2,0.94,1,1,26.8,0,Legal
Irrigation,Agricultural,68.14,114,154,Declaration of Acquisition (Sec 19),91,Approved,0,4,0.85,1,1,22.4,0,Compensation
Irrigation,Agricultural,399.83,868,1910,Survey & Demarcation,24,Pending,0,1,1.03,1,0,37.5,0,Approval
Urban Infrastructure,Forest,30.97,14,29,Hearing of Objections (Sec 15),85,Approved,0,1,0.82,1,1,24.9,0,Compensation
Highways,Residential,224.81,701,1042,Hearing of Objections (Sec 15),108,Approved,0,3,0.99,1,0,20.7,0,Rehabilitation & Resettlement
Irrigation,Residential,332.75,1729,1952,Hearing of Objections (Sec 15),22,Approved,1,2,0.85,1,1,31.8,0,Documentation/Survey
Highways,Government/Barren,246.58,82,187,Award & Compensation (Sec 23),54,Approved,0,6,1.04,1,1,21.6,0,Compensation
Industrial,Residential,69.92,208,286,Hearing of Objections (Sec 15),15,Not Applicable,3,1,0.79,1,0,65.7,1,Legal
Irrigation,Commercial,494.5,1596,2456,R&R Implementation,51,Pending,1,5,0.76,1,1,55.8,1,Approval
Urban Infrastructure,Agricultural,66.72,141,299,Survey & Demarcation,24,Approved,0,1,0.75,1,1,16.1,0,Documentation/Survey
Irrigation,Commercial,52.67,314,572,Declaration of Acquisition (Sec 19),32,Approved,0,5,0.86,1,0,25.0,0,Rehabilitation & Resettlement
Railways,Forest,42.79,12,26,Award & Compensation (Sec 23),44,Pending,3,6,0.75,1,1,98.0,1,Legal
Irrigation,Agricultural,372.47,703,904,Award & Compensation (Sec 23),159,Not Applicable,2,1,0.74,1,0,72.6,1,Legal
Highways,Residential,106.48,528,972,Award & Compensation (Sec 23),92,Approved,0,5,0.92,1,1,6.6,0,Documentation/Survey
Irrigation,Agricultural,428.16,725,1226,Declaration of Acquisition (Sec 19),63,Approved,2,0,0.92,1,1,20.8,0,Legal
Highways,Agricultural,37.06,69,109,Physical Possession,524,Approved,0,3,0.86,1,0,35.6,0,Compensation
Industrial,Government/Barren,48.76,16,27,Declaration of Acquisition (Sec 19),283,Approved,0,2,0.89,1,1,27.4,0,Compensation
Industrial,Residential,34.7,212,344,Declaration of Acquisition (Sec 19),205,Approved,0,2,0.94,1,0,33.4,0,Rehabilitation & Resettlement
Railways,Residential,179.17,620,1274,Award & Compensation (Sec 23),228,Approved,0,5,0.76,1,0,42.9,0,Rehabilitation & Resettlement
Railways,Residential,52.47,277,641,R&R Implementation,54,Pending,2,5,0.84,1,1,67.5,1,Legal
Industrial,Agricultural,44.4,116,129,Award & Compensation (Sec 23),54,Pending,0,0,0.85,1,1,35.1,0,Approval
Irrigation,Commercial,146.05,475,1036,Preliminary Notification (Sec 11),151,Approved,0,0,0.92,1,1,14.8,0,Documentation/Survey
Irrigation,Agricultural,212.68,336,744,Award & Compensation (Sec 23),89,Approved,2,5,0.99,1,1,27.9,0,Legal
Irrigation,Agricultural,306.13,368,881,Hearing of Objections (Sec 15),63,Not Applicable,2,0,0.88,1,1,42.3,0,Legal
Irrigation,Agricultural,268.57,574,715,Award & Compensation (Sec 23),76,Not Applicable,0,2,0.83,1,1,15.0,0,Documentation/Survey
Highways,Government/Barren,180.02,81,105,Award & Compensation (Sec 23),94,Approved,0,3,0.77,1,1,19.3,0,Compensation
Energy,Agricultural,22.1,27,56,Hearing of Objections (Sec 15),103,Approved,0,0,0.7,1,1,34.1,0,Compensation
Energy,Commercial,15.6,96,133,Award & Compensation (Sec 23),86,Approved,3,1,0.93,1,1,43.9,0,Legal
Industrial,Government/Barren,45.24,23,34,Award & Compensation (Sec 23),17,Approved,0,2,0.73,1,1,37.7,0,Compensation
Energy,Government/Barren,11.28,4,4,Declaration of Acquisition (Sec 19),193,Approved,0,1,0.94,1,1,16.2,0,Compensation
Urban Infrastructure,Forest,5.43,1,1,Hearing of Objections (Sec 15),92,Pending,0,7,0.79,1,1,75.2,1,Compensation
Urban Infrastructure,Agricultural,68.6,104,191,Physical Possession,43,Not Applicable,0,2,0.79,1,1,16.6,0,Compensation
Railways,Forest,29.28,7,14,Declaration of Acquisition (Sec 19),87,Approved,0,0,0.53,1,1,48.5,0,Compensation
Energy,Government/Barren,68.05,23,30,Preliminary Notification (Sec 11),94,Approved,2,1,0.89,1,1,47.7,0,Legal
Energy,Agricultural,71.62,152,300,Survey & Demarcation,23,Approved,1,0,0.82,1,0,44.2,0,Rehabilitation & Resettlement
Highways,Forest,88.36,22,27,Physical Possession,36,Approved,0,3,0.81,1,1,28.2,0,Compensation
Highways,Forest,185.12,94,145,Physical Possession,109,Approved,0,3,0.89,1,0,40.2,0,Rehabilitation & Resettlement
Irrigation,Commercial,467.64,1615,3696,Hearing of Objections (Sec 15),30,Approved,0,9,0.7,1,1,47.0,0,Compensation
Urban Infrastructure,Commercial,66.75,377,711,Declaration of Acquisition (Sec 19),19,Approved,2,1,0.78,1,1,40.8,0,Legal
Irrigation,Agricultural,442.81,1037,2051,Hearing of Objections (Sec 15),37,Approved,0,4,0.89,1,1,14.5,0,Documentation/Survey
Energy,Forest,7.98,3,4,R&R Implementation,142,Pending,0,5,0.81,1,1,56.9,1,Approval
Railways,Government/Barren,127.56,33,47,R&R Implementation,260,Approved,3,5,1.03,1,1,50.8,1,Legal
Industrial,Commercial,43.31,137,305,Survey & Demarcation,35,Pending,1,1,0.86,0,1,51.7,1,Approval
Energy,Residential,37.75,143,337,Physical Possession,65,Not Applicable,2,1,0.8,1,1,46.5,0,Legal
Industrial,Agricultural,67.99,153,356,Preliminary Notification (Sec 11),61,Approved,0,4,0.89,1,1,7.1,0,Compensation
Urban Infrastructure,Government/Barren,20.69,11,16,Award & Compensation (Sec 23),140,Approved,0,5,0.69,1,1,35.9,0,Compensation
Highways,Residential,165.13,967,1673,Award & Compensation (Sec 23),20,Approved,1,0,0.77,1,0,39.2,0,Rehabilitation & Resettlement
Irrigation,Government/Barren,59.74,22,53,Physical Possession,40,Pending,0,2,0.91,1,1,27.0,0,Approval
Energy,Commercial,58.3,186,420,Preliminary Notification (Sec 11),49,Approved,4,1,0.94,0,1,49.8,0,Legal
Irrigation,Government/Barren,181.24,65,114,Hearing of Objections (Sec 15),145,Approved,0,7,0.88,1,1,38.6,0,Compensation
Railways,Government/Barren,135.7,36,68,Survey & Demarcation,48,Approved,0,6,0.85,1,1,28.8,0,Compensation
Railways,Forest,171.14,95,233,Hearing of Objections (Sec 15),165,Approved,3,5,0.89,1,1,76.4,1,Legal
Highways,Agricultural,190.45,507,754,Hearing of Objections (Sec 15),19,Not Applicable,0,5,0.94,1,1,5.0,0,Documentation/Survey
Irrigation,Residential,117.37,445,996,Hearing of Objections (Sec 15),86,Approved,1,6,0.81,1,1,46.2,0,Compensation
Railways,Forest,104.21,27,51,Preliminary Notification (Sec 11),179,Approved,0,5,0.97,1,1,12.0,0,Possession
Energy,Agricultural,60.72,105,124,Preliminary Notification (Sec 11),62,Pending,1,1,0.96,1,0,57.7,1,Rehabilitation & Resettlement
Urban Infrastructure,Government/Barren,33.35,15,18,Hearing of Objections (Sec 15),307,Pending,0,0,0.74,1,1,71.6,1,Approval
Industrial,Agricultural,43.54,55,101,Survey & Demarcation,117,Approved,2,4,0.95,1,0,29.9,0,Legal
Highways,Forest,33.24,12,13,Award & Compensation (Sec 23),15,Approved,0,5,0.8,1,1,36.0,0,Compensation
Railways,Residential,17.88,50,67,Preliminary Notification (Sec 11),67,Approved,0,1,0.74,0,1,43.1,0,Compensation
Highways,Agricultural,153.37,218,268,R&R Implementation,205,Not Applicable,2,2,1.01,1,0,55.7,1,Legal
Industrial,Residential,8.48,25,54,Physical Possession,112,Approved,2,5,0.83,1,1,56.1,1,Legal
Urban Infrastructure,Agricultural,27.82,55,83,Preliminary Notification (Sec 11),41,Not Applicable,0,0,0.77,0,0,33.5,0,Approval
Urban Infrastructure,Residential,52.77,210,413,Award & Compensation (Sec 23),140,Not Applicable,1,0,0.83,1,0,41.6,0,Rehabilitation & Resettlement
Industrial,Forest,73.71,27,33,Award & Compensation (Sec 23),96,Pending,0,4,0.85,1,1,57.9,1,Approval
Irrigation,Agricultural,446.31,947,2219,R&R Implementation,35,Pending,1,0,0.97,1,0,62.4,1,Rehabilitation & Resettlement
Industrial,Residential,29.3,101,204,Preliminary Notification (Sec 11),236,Approved,2,0,0.89,1,1,49.8,0,Legal
Energy,Agricultural,72.27,146,200,Declaration of Acquisition (Sec 19),26,Approved,0,4,0.94,1,1,5.0,0,Compensation
Industrial,Agricultural,33.99,55,76,Preliminary Notification (Sec 11),53,Approved,3,2,0.95,1,0,34.5,0,Legal
Railways,Government/Barren,155.49,60,128,Preliminary Notification (Sec 11),19,Approved,0,1,0.57,1,1,30.7,0,Compensation
Energy,Agricultural,6.92,15,28,R&R Implementation,33,Approved,0,5,0.84,1,1,14.6,0,Compensation
Urban Infrastructure,Agricultural,36.44,71,157,R&R Implementation,192,Not Applicable,0,1,0.57,1,1,42.3,0,Compensation
Highways,Agricultural,150.91,352,713,Hearing of Objections (Sec 15),195,Approved,0,2,0.72,1,1,58.7,1,Documentation/Survey
Urban Infrastructure,Forest,75.09,25,36,R&R Implementation,150,Pending,4,4,0.97,1,1,82.7,1,Legal
Highways,Commercial,62.77,200,417,Survey & Demarcation,125,Approved,1,0,0.94,1,1,20.4,0,Documentation/Survey
Highways,Commercial,65.08,277,633,Award & Compensation (Sec 23),61,Approved,2,0,0.83,1,0,58.4,1,Legal
Highways,Residential,231.22,805,943,Survey & Demarcation,173,Approved,0,2,0.89,0,0,41.3,0,Rehabilitation & Resettlement
Industrial,Forest,49.79,21,38,Award & Compensation (Sec 23),21,Rejected,0,3,0.97,1,1,46.1,0,Approval
Energy,Agricultural,68.88,102,203,Preliminary Notification (Sec 11),57,Approved,3,2,0.88,1,1,57.6,1,Legal
Irrigation,Government/Barren,68.24,31,53,Hearing of Objections (Sec 15),25,Not Applicable,0,2,0.89,1,1,18.9,0,Compensation
Energy,Residential,31.34,174,230,Survey & Demarcation,46,Approved,1,3,0.84,1,1,21.7,0,Documentation/Survey
Energy,Commercial,32.98,181,377,Preliminary Notification (Sec 11),21,Not Applicable,2,3,0.99,1,1,29.3,0,Legal
Urban Infrastructure,Agricultural,75.2,133,237,R&R Implementation,191,Not Applicable,0,0,0.71,1,0,68.0,1,Rehabilitation & Resettlement
Irrigation,Forest,254.36,120,237,Physical Possession,31,Approved,1,7,0.95,1,1,43.6,0,Legal
Highways,Residential,67.15,341,721,Survey & Demarcation,45,Pending,1,0,0.9,1,0,50.7,1,Approval
Industrial,Agricultural,50.21,94,187,Declaration of Acquisition (Sec 19),85,Pending,0,3,1.02,1,0,28.8,0,Approval
Highways,Government/Barren,171.01,44,84,Declaration of Acquisition (Sec 19),77,Approved,3,2,0.63,1,1,65.4,1,Legal
Highways,Forest,58.28,27,63,R&R Implementation,63,Pending,0,1,0.82,1,1,46.6,0,Approval
Irrigation,Agricultural,303.39,547,725,Declaration of Acquisition (Sec 19),295,Approved,2,3,0.99,1,0,61.5,1,Legal
Highways,Government/Barren,157.2,57,134,Preliminary Notification (Sec 11),144,Pending,0,0,0.8,0,0,65.2,1,Approval
Irrigation,Agricultural,263.68,734,812,Preliminary Notification (Sec 11),25,Approved,3,2,0.54,1,0,82.8,1,Legal
Industrial,Agricultural,51.42,101,179,Hearing of Objections (Sec 15),265,Pending,4,0,0.9,1,0,85.9,1,Legal
Energy,Agricultural,38.71,108,241,R&R Implementation,51,Approved,2,1,0.99,1,1,13.1,0,Legal
Irrigation,Agricultural,103.22,172,371,R&R Implementation,29,Approved,0,0,0.89,1,0,34.2,0,Rehabilitation & Resettlement
Railways,Forest,179.57,61,113,Physical Possession,96,Pending,2,0,0.68,1,1,92.4,1,Legal
Highways,Forest,51.5,26,42,Award & Compensation (Sec 23),34,Approved,0,5,0.81,1,1,27.8,0,Compensation
Railways,Forest,147.68,68,157,Award & Compensation (Sec 23),171,Approved,1,2,0.78,1,0,55.2,1,Legal
Urban Infrastructure,Forest,72.16,38,49,Hearing of Objections (Sec 15),208,Pending,0,2,0.69,1,1,80.5,1,Approval
Railways,Government/Barren,236.62,73,162,Hearing of Objections (Sec 15),120,Approved,0,1,0.76,1,1,21.6,0,Compensation
Irrigation,Residential,52.62,220,281,Hearing of Objections (Sec 15),49,Approved,0,3,0.82,1,1,19.1,0,Compensation
Railways,Agricultural,218.62,287,546,Hearing of Objections (Sec 15),29,Approved,0,3,0.91,1,1,5.0,0,Documentation/Survey
Urban Infrastructure,Agricultural,26.85,60,104,Award & Compensation (Sec 23),74,Approved,0,0,0.66,1,1,20.3,0,Compensation
Urban Infrastructure,Agricultural,74.19,146,317,R&R Implementation,26,Approved,0,0,0.78,1,0,34.5,0,Rehabilitation & Resettlement
Energy,Agricultural,14.49,36,78,Hearing of Objections (Sec 15),48,Not Applicable,1,0,0.8,1,1,27.1,0,Legal
Irrigation,Agricultural,338.05,542,1292,Hearing of Objections (Sec 15),318,Not Applicable,0,6,0.6,1,1,61.3,1,Compensation
Irrigation,Agricultural,371.93,978,1955,Award & Compensation (Sec 23),31,Approved,2,2,0.91,1,0,43.6,0,Legal
Railways,Forest,39.21,15,21,R&R Implementation,143,Pending,0,5,1.02,1,1,44.5,0,Approval
Irrigation,Commercial,96.22,570,1047,R&R Implementation,41,Approved,0,5,0.76,1,1,16.4,0,Documentation/Survey
Energy,Residential,20.15,68,114,Award & Compensation (Sec 23),308,Approved,2,0,0.89,1,1,51.5,1,Legal
Industrial,Forest,43.19,14,23,Physical Possession,231,Approved,3,2,0.99,1,1,62.2,1,Legal
Railways,Commercial,63.06,374,653,Hearing of Objections (Sec 15),66,Approved,4,4,0.95,1,1,36.3,0,Legal
Railways,Government/Barren,140.77,59,103,Survey & Demarcation,61,Not Applicable,0,0,0.95,1,1,5.0,0,Documentation/Survey
Industrial,Residential,42.8,175,192,R&R Implementation,115,Pending,2,0,0.62,1,1,74.6,1,Legal
Irrigation,Agricultural,425.4,1043,2466,Award & Compensation (Sec 23),105,Not Applicable,0,3,0.76,1,1,23.7,0,Documentation/Survey
Railways,Agricultural,18.78,41,66,Hearing of Objections (Sec 15),46,Approved,0,7,0.67,1,1,48.6,0,Compensation
Highways,Agricultural,127.39,202,236,Hearing of Objections (Sec 15),220,Approved,2,2,0.78,1,0,73.2,1,Legal
Energy,Forest,55.21,28,66,Preliminary Notification (Sec 11),15,Approved,0,0,0.77,1,1,27.6,0,Compensation
Irrigation,Government/Barren,433.88,198,284,Declaration of Acquisition (Sec 19),18,Approved,0,5,0.76,1,0,35.8,0,Rehabilitation & Resettlement
Railways,Agricultural,205.55,473,1006,Survey & Demarcation,132,Pending,5,3,0.59,1,1,91.8,1,Legal
Industrial,Residential,79.13,304,513,Preliminary Notification (Sec 11),50,Pending,3,4,1.03,1,1,57.3,1,Legal
Urban Infrastructure,Government/Barren,77.54,22,44,Award & Compensation (Sec 23),184,Not Applicable,0,0,0.77,1,1,33.4,0,Compensation
Energy,Government/Barren,43.39,21,27,Survey & Demarcation,33,Approved,0,1,0.91,1,1,11.2,0,Documentation/Survey
Highways,Agricultural,175.01,475,970,Hearing of Objections (Sec 15),65,Pending,1,3,0.85,1,0,65.8,1,Approval
Industrial,Agricultural,12.79,31,52,R&R Implementation,18,Pending,2,1,0.93,1,1,46.7,0,Legal
Railways,Forest,55.4,16,27,Declaration of Acquisition (Sec 19),113,Pending,0,6,0.69,1,1,89.2,1,Compensation
Urban Infrastructure,Forest,65.63,27,33,Preliminary Notification (Sec 11),131,Pending,0,3,0.71,1,1,70.2,1,Approval
Industrial,Government/Barren,14.36,5,11,Hearing of Objections (Sec 15),97,Pending,0,0,0.96,1,1,31.7,0,Approval
Industrial,Agricultural,5.33,11,16,Survey & Demarcation,31,Approved,0,1,0.89,0,1,15.8,0,Documentation/Survey
Industrial,Agricultural,43.04,109,125,R&R Implementation,57,Approved,0,1,0.97,1,0,10.7,0,Rehabilitation & Resettlement
Railways,Agricultural,205.91,505,1195,Preliminary Notification (Sec 11),101,Pending,5,6,0.97,1,0,95.3,1,Legal
Urban Infrastructure,Agricultural,77.08,137,228,R&R Implementation,34,Pending,0,2,0.71,1,1,52.9,1,Approval
Urban Infrastructure,Government/Barren,19.9,9,13,Award & Compensation (Sec 23),66,Approved,0,0,0.83,1,1,18.4,0,Compensation
Highways,Government/Barren,123.27,43,75,Physical Possession,111,Not Applicable,0,6,0.77,1,1,35.5,0,Compensation
Highways,Commercial,86.82,484,777,Physical Possession,50,Pending,1,3,0.91,1,1,32.6,0,Approval
Energy,Agricultural,64.14,112,221,R&R Implementation,87,Pending,2,0,1.0,1,0,67.1,1,Legal
Irrigation,Forest,357.7,162,230,Physical Possession,338,Pending,0,1,0.68,1,1,81.9,1,Approval
Urban Infrastructure,Agricultural,68.04,123,166,Declaration of Acquisition (Sec 19),80,Pending,1,2,0.91,1,0,57.7,1,Rehabilitation & Resettlement
Urban Infrastructure,Agricultural,54.92,147,232,Declaration of Acquisition (Sec 19),25,Approved,0,4,0.93,1,0,16.9,0,Rehabilitation & Resettlement
Irrigation,Agricultural,373.61,904,1940,Declaration of Acquisition (Sec 19),20,Pending,1,1,0.81,1,0,66.1,1,Approval
Highways,Agricultural,236.14,400,458,Declaration of Acquisition (Sec 19),176,Approved,0,1,0.76,1,1,22.1,0,Documentation/Survey
Highways,Agricultural,214.8,288,434,Hearing of Objections (Sec 15),66,Approved,2,1,0.97,1,1,24.3,0,Legal
Highways,Residential,153.76,829,1641,Hearing of Objections (Sec 15),92,Approved,2,0,1.03,1,1,36.7,0,Legal
Highways,Government/Barren,157.16,57,125,Declaration of Acquisition (Sec 19),25,Approved,1,0,0.95,1,1,5.0,0,Legal
Irrigation,Agricultural,245.82,485,1058,Declaration of Acquisition (Sec 19),145,Approved,5,5,0.9,1,1,44.6,0,Legal
Railways,Agricultural,166.86,398,727,Physical Possession,247,Approved,0,5,0.72,1,0,57.2,1,Compensation
Urban Infrastructure,Agricultural,39.44,69,136,R&R Implementation,186,Approved,0,3,1.0,1,1,23.0,0,Compensation
Highways,Agricultural,52.53,63,90,Hearing of Objections (Sec 15),313,Pending,2,0,0.75,1,1,72.1,1,Legal
Highways,Residential,127.54,457,746,R&R Implementation,118,Approved,0,5,0.8,1,0,39.8,0,Rehabilitation & Resettlement
Irrigation,Agricultural,214.33,529,1170,Award & Compensation (Sec 23),205,Pending,0,4,0.74,1,1,70.2,1,Approval
Irrigation,Agricultural,420.22,907,1573,Declaration of Acquisition (Sec 19),35,Approved,3,3,0.8,1,0,60.0,1,Legal
Irrigation,Forest,217.51,86,149,Survey & Demarcation,101,Pending,0,1,1.03,0,1,42.5,0,Approval
Irrigation,Agricultural,50.38,137,171,Preliminary Notification (Sec 11),71,Not Applicable,0,3,0.94,1,0,5.8,0,Rehabilitation & Resettlement
Urban Infrastructure,Agricultural,45.4,95,183,Declaration of Acquisition (Sec 19),35,Not Applicable,0,3,0.93,1,1,5.0,0,Compensation
Railways,Commercial,247.14,1195,2420,R&R Implementation,18,Approved,0,4,1.02,1,1,5.0,0,Documentation/Survey
Highways,Forest,35.56,9,18,Survey & Demarcation,235,Approved,0,7,0.88,1,1,57.7,1,Compensation
Railways,Agricultural,40.94,84,140,Survey & Demarcation,265,Approved,0,0,0.98,1,1,17.5,0,Documentation/Survey
Railways,Agricultural,62.03,83,160,Declaration of Acquisition (Sec 19),44,Not Applicable,0,0,1.0,1,0,5.1,0,Rehabilitation & Resettlement
Energy,Agricultural,78.35,114,132,Award & Compensation (Sec 23),51,Pending,0,6,0.74,1,0,81.9,1,Rehabilitation & Resettlement
Irrigation,Residential,198.24,948,2043,Award & Compensation (Sec 23),59,Approved,0,0,0.87,1,0,33.2,0,Rehabilitation & Resettlement
Highways,Agricultural,80.44,190,369,Physical Possession,44,Approved,0,1,0.91,1,0,25.6,0,Rehabilitation & Resettlement
Irrigation,Government/Barren,457.07,125,260,Preliminary Notification (Sec 11),47,Approved,5,0,0.86,1,1,47.9,0,Legal
Irrigation,Forest,347.66,121,295,Award & Compensation (Sec 23),66,Pending,0,4,0.77,1,1,43.7,0,Approval
Industrial,Commercial,29.65,180,431,Preliminary Notification (Sec 11),142,Approved,2,2,0.77,1,1,50.7,1,Legal
Industrial,Agricultural,75.88,102,200,Physical Possession,47,Not Applicable,0,3,0.97,1,0,22.3,0,Rehabilitation & Resettlement
Urban Infrastructure,Agricultural,7.31,16,23,R&R Implementation,20,Not Applicable,0,1,0.77,1,1,10.5,0,Compensation
Industrial,Agricultural,40.06,68,153,Preliminary Notification (Sec 11),93,Approved,0,2,0.73,1,0,39.0,0,Compensation
